Cruise:METAVAR:TEXT:21	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees East]	Latitude [degrees North]	Bot. Depth [m]	Depth [m]	Temperature [°C]	Salinity [psu]	Conductivity [mS/cm]	OxcyGd [%]	Oxygen [ml/l]	RedOx [V]	Sound [m/s]	Sigma [kg/m3]	DiscSecciDepth [m]	Color	Dredge Conc [mg/l]	SST [°C]	Potential Temperature ~$q~# [°C]:DOUBLE	In situ Density Anomaly [kg/m~^3]:DOUBLE
							12.66	9.858	7.367	999999	178.73	13.5	0.172	999999	5.529	999999	999999	999999	999999	9.8571	5.58139
							13.05	9.77	7.374	999999	179.52	13.59	0.172	999999	5.546	999999	999999	999999	999999	9.7691	5.59791
							13.23	9.708	7.379	999999	174.29	13.21	0.172	999999	5.557	999999	999999	999999	999999	9.7071	5.60909
							13.43	9.708	7.379	999999	170.75	12.95	0.172	999999	5.558	999999	999999	999999	999999	9.7071	5.61005
							13.62	9.589	7.385	999999	167.05	12.7	0.172	999999	5.576	999999	999999	999999	999999	9.5881	5.62785
							13.99	9.589	7.392	999999	166.18	12.63	0.173	999999	5.582	999999	999999	999999	999999	9.588	5.63505
							14.14	9.447	7.417	999999	163.29	12.45	0.173	999999	5.617	999999	999999	999999	999999	9.446	5.66956
							14.32	9.411	7.421	999999	162.76	12.42	0.173	999999	5.625	999999	999999	999999	999999	9.41	5.67713
							14.32	9.411	7.421	999999	162.76	12.42	0.173	999999	5.625	999999	999999	999999	999999	9.41	5.67713
							14.81	9.363	7.426	999999	162.67	12.43	0.173	999999	5.636	999999	999999	999999	999999	9.362	5.68814
							14.97	9.348	7.427	999999	160.56	12.27	0.173	999999	5.639	999999	999999	999999	999999	9.347	5.69117
							15.16	9.34	7.428	999999	157.15	12.01	0.173	999999	5.642	999999	999999	999999	999999	9.339	5.69365
							15.35	9.335	7.429	999999	157.83	12.07	0.173	999999	5.644	999999	999999	999999	999999	9.334	5.69583
							15.55	9.328	7.427	999999	158.45	12.12	0.173	999999	5.644	999999	999999	999999	999999	9.327	5.69592
							15.92	9.303	7.432	999999	156.25	11.95	0.173	999999	5.652	999999	999999	999999	999999	9.3019	5.70405
							16.1	9.296	7.433	999999	153.4	11.74	0.173	999999	5.654	999999	999999	999999	999999	9.2949	5.70638
							16.27	9.291	7.434	999999	151.65	11.61	0.173	999999	5.656	999999	999999	999999	999999	9.2899	5.70846
							16.46	9.282	7.431	999999	151.1	11.57	0.173	999999	5.656	999999	999999	999999	999999	9.2809	5.70792
							16.66	9.268	7.433	999999	151.1	11.57	0.173	999999	5.66	999999	999999	999999	999999	9.2669	5.71181
							16.88	9.268	7.433	999999	149.27	11.43	0.173	999999	5.661	999999	999999	999999	999999	9.2669	5.71286
							16.88	9.268	7.433	999999	151.1	11.57	0.173	999999	5.661	999999	999999	999999	999999	9.2669	5.71286
							17.11	9.239	7.425	999999	148.5	11.38	0.173	999999	5.658	999999	999999	999999	999999	9.2379	5.71058
							17.31	9.163	7.42	999999	148.42	11.39	0.173	999999	5.663	999999	999999	999999	999999	9.1619	5.71505
							17.52	9.098	7.402	999999	148.36	11.41	0.173	999999	5.656	999999	999999	999999	999999	9.0969	5.70832
							17.72	9.048	7.399	999999	148.52	11.44	0.173	999999	5.659	999999	999999	999999	999999	9.0469	5.71173
							17.91	8.981	7.407	999999	149.4	11.52	0.173	999999	5.673	999999	999999	999999	999999	8.9799	5.72522
							18.13	8.943	7.415	999999	149.02	11.5	0.173	999999	5.684	999999	999999	999999	999999	8.9418	5.73607
							18.33	8.922	7.411	999999	147.68	11.4	0.174	999999	5.684	999999	999999	999999	999999	8.9208	5.73589
							18.77	8.877	7.405	999999	146.88	11.35	0.174	999999	5.686	999999	999999	999999	999999	8.8758	5.73753
							18.98	8.851	7.407	999999	146.8	11.35	0.174	999999	5.691	999999	999999	999999	999999	8.8498	5.74251
							19.22	8.816	7.386	999999	146.6	11.35	0.174	999999	5.678	999999	999999	999999	999999	8.8148	5.73056
							19.48	8.733	7.38	999999	145.59	11.29	0.174	999999	5.682	999999	999999	999999	999999	8.7318	5.73475
							19.72	8.6	7.358	999999	145.68	11.34	0.174	999999	5.678	999999	999999	999999	999999	8.5988	5.73078
							19.96	8.45	7.376	999999	145.72	11.38	0.174	999999	5.707	999999	999999	999999	999999	8.4488	5.75923
							20.19	8.365	7.386	999999	146.31	11.45	0.175	999999	5.724	999999	999999	999999	999999	8.3638	5.77553
							20.38	8.318	7.388	999999	148.35	11.62	0.175	999999	5.73	999999	999999	999999	999999	8.3168	5.78205
							20.54	8.276	7.398	999999	149.73	11.74	0.175	999999	5.742	999999	999999	999999	999999	8.2748	5.79421
							20.68	8.251	7.401	999999	148.76	11.67	0.175	999999	5.747	999999	999999	999999	999999	8.2498	5.79935
							20.83	8.233	7.405	999999	148.76	11.68	0.175	999999	5.753	999999	999999	999999	999999	8.2318	5.80472
							20.98	8.167	7.419	999999	145.74	11.46	0.175	999999	5.77	999999	999999	999999	999999	8.1658	5.82193
							20.98	8.167	7.419	999999	148.76	11.69	0.175	999999	5.77	999999	999999	999999	999999	8.1658	5.82193
							21.16	8.071	7.353	999999	144.48	11.39	0.175	999999	5.727	999999	999999	999999	999999	8.0698	5.77929
							21.34	7.91	7.355	999999	144.68	11.45	0.175	999999	5.743	999999	999999	999999	999999	7.9088	5.79484
							21.52	7.556	7.384	999999	145.28	11.59	0.176	999999	5.794	999999	999999	999999	999999	7.5549	5.84601
							21.52	7.763	7.337	999999	145.28	11.54	0.176	999999	5.741	999999	999999	999999	999999	7.7619	5.79332
							21.52	7.763	7.337	999999	145.28	11.54	0.176	999999	5.741	999999	999999	999999	999999	7.7619	5.79332
							21.87	7.4	7.417	999999	148.03	11.86	0.176	999999	5.833	999999	999999	999999	999999	7.3989	5.88517
							22.04	7.314	7.425	999999	149.09	11.96	0.176	999999	5.846	999999	999999	999999	999999	7.3129	5.89854
							22.23	7.237	7.415	999999	149.09	11.99	0.176	999999	5.845	999999	999999	999999	999999	7.2359	5.89719
							22.42	7.113	7.381	999999	146.46	11.81	0.176	999999	5.828	999999	999999	999999	999999	7.112	5.88026
							22.62	6.684	7.386	999999	144.7	11.8	0.177	999999	5.862	999999	999999	999999	999999	6.683	5.91386
							22.62	6.893	7.382	999999	144.57	11.73	0.177	999999	5.845	999999	999999	999999	999999	6.892	5.89705
							23.07	6.468	7.403	999999	146.2	11.98	0.177	999999	5.891	999999	999999	999999	999999	6.4671	5.94288
							23.29	6.272	7.446	999999	146.07	12.02	0.177	999999	5.937	999999	999999	999999	999999	6.2711	5.98943
							23.5	6.021	7.449	999999	146.29	12.12	0.177	999999	5.955	999999	999999	999999	999999	6.0201	6.00706
							23.5	6.133	7.434	999999	146.6	12.11	0.177	999999	5.937	999999	999999	999999	999999	6.1321	5.98902
							23.96	5.951	7.464	999999	143.67	11.92	0.177	999999	5.973	999999	999999	999999	999999	5.9501	6.02491
							24.17	5.948	7.493	999999	143.67	11.92	0.177	999999	5.997	999999	999999	999999	999999	5.9471	6.04889
							24.17	5.948	7.493	999999	143.67	11.92	0.177	999999	5.997	999999	999999	999999	999999	5.9471	6.04889
							24.4	5.815	7.461	999999	140.45	11.69	0.177	999999	5.98	999999	999999	999999	999999	5.8142	6.03192
							24.4	5.935	7.456	999999	140.45	11.66	0.177	999999	5.969	999999	999999	999999	999999	5.9341	6.02162
							24.4	5.935	7.456	999999	140.45	11.66	0.177	999999	5.969	999999	999999	999999	999999	5.9341	6.02162
							24.4	5.962	7.49	999999	143.67	11.92	0.177	999999	5.995	999999	999999	999999	999999	5.9611	6.04689
							25.41	5.69	7.484	999999	138.83	11.59	0.177	999999	6.009	999999	999999	999999	999999	5.6891	6.06136
							25.91	5.655	7.496	999999	136.95	11.45	0.177	999999	6.023	999999	999999	999999	999999	5.6541	6.07501
							26.15	5.599	7.481	999999	134.95	11.3	0.177	999999	6.015	999999	999999	999999	999999	5.5981	6.06715
							26.38	5.507	7.478	999999	134.55	11.29	0.177	999999	6.018	999999	999999	999999	999999	5.5062	6.07039
							26.59	5.379	7.48	999999	134.18	11.29	0.177	999999	6.027	999999	999999	999999	999999	5.3782	6.07902
							26.76	5.264	7.502	999999	134.58	11.36	0.177	999999	6.05	999999	999999	999999	999999	5.2632	6.1024
							26.91	5.224	7.506	999999	135.63	11.46	0.177	999999	6.055	999999	999999	999999	999999	5.2232	6.10806
							27.05	5.171	7.496	999999	135.91	11.5	0.177	999999	6.051	999999	999999	999999	999999	5.1702	6.10318
							27.16	5.113	7.506	999999	134.76	11.42	0.177	999999	6.062	999999	999999	999999	999999	5.1122	6.11409
							27.24	5.084	7.522	999999	133.33	11.3	0.177	999999	6.076	999999	999999	999999	999999	5.0832	6.12833
							27.29	5.067	7.515	999999	132.75	11.26	0.177	999999	6.072	999999	999999	999999	999999	5.0662	6.12376
							27.31	5.054	7.523	999999	131.46	11.15	0.178	999999	6.078	999999	999999	999999	999999	5.0532	6.13071
							27.34	5.031	7.505	999999	130.37	11.07	0.177	999999	6.065	999999	999999	999999	999999	5.0303	6.11762
							27.41	4.977	7.517	999999	130.23	11.07	0.178	999999	6.077	999999	999999	999999	999999	4.9763	6.12964
							27.5	4.912	7.499	999999	130.99	11.16	0.178	999999	6.066	999999	999999	999999	999999	4.9113	6.11848
							27.62	4.858	7.498	999999	132.2	11.27	0.178	999999	6.068	999999	999999	999999	999999	4.8573	6.1204
							27.78	4.814	7.498	999999	132.65	11.33	0.178	999999	6.07	999999	999999	999999	999999	4.8133	6.12288
							27.94	4.763	7.484	999999	132.25	11.31	0.178	999999	6.062	999999	999999	999999	999999	4.7623	6.11453
							28.12	4.674	7.486	999999	132.11	11.32	0.178	999999	6.067	999999	999999	999999	999999	4.6733	6.12027
							28.31	4.606	7.492	999999	132.02	11.33	0.178	999999	6.075	999999	999999	999999	999999	4.6053	6.12837
							28.48	4.564	7.497	999999	132.24	11.36	0.178	999999	6.082	999999	999999	999999	999999	4.5634	6.13462
							28.65	4.523	7.497	999999	132.36	11.38	0.178	999999	6.084	999999	999999	999999	999999	4.5224	6.13686
							28.82	4.523	7.466	999999	132.68	11.41	0.178	999999	6.06	999999	999999	999999	999999	4.5224	6.11319
							28.82	4.523	7.497	999999	132.36	11.38	0.178	999999	6.085	999999	999999	999999	999999	4.5224	6.13769
							29	4.365	7.49	999999	132.06	11.41	0.178	999999	6.086	999999	999999	999999	999999	4.3644	6.13823
							29.15	4.297	7.5	999999	131.28	11.36	0.178	999999	6.096	999999	999999	999999	999999	4.2964	6.149
							29.3	4.263	7.508	999999	130.98	11.34	0.178	999999	6.104	999999	999999	999999	999999	4.2624	6.1571
							29.4	4.248	7.517	999999	130.84	11.33	0.178	999999	6.112	999999	999999	999999	999999	4.2474	6.16517
							29.59	4.241	7.518	999999	131.68	11.41	0.178	999999	6.114	999999	999999	999999	999999	4.2404	6.1671
							29.7	4.243	7.517	999999	131.68	11.41	0.178	999999	6.114	999999	999999	999999	999999	4.2424	6.16679
							29.82	4.248	7.518	999999	130.96	11.34	0.178	999999	6.115	999999	999999	999999	999999	4.2474	6.16802
							29.91	4.247	7.524	999999	130.95	11.34	0.178	999999	6.12	999999	999999	999999	999999	4.2464	6.17324
							29.98	4.242	7.529	999999	130.99	11.35	0.178	999999	6.125	999999	999999	999999	999999	4.2414	6.17769
							30.02	4.234	7.531	999999	130.94	11.34	0.178	999999	6.127	999999	999999	999999	999999	4.2334	6.17971
							30.07	4.225	7.536	999999	130.94	11.35	0.178	999999	6.131	999999	999999	999999	999999	4.2244	6.18418
							30.09	4.218	7.535	999999	130.87	11.34	0.178	999999	6.131	999999	999999	999999	999999	4.2174	6.1837
							30.13	4.213	7.534	999999	130.77	11.34	0.178	999999	6.131	999999	999999	999999	999999	4.2124	6.18325
							30.17	4.208	7.526	999999	130.32	11.3	0.178	999999	6.124	999999	999999	999999	999999	4.2074	6.17727
							30.23	4.207	7.526	999999	130.18	11.29	0.178	999999	6.125	999999	999999	999999	999999	4.2064	6.17759
							30.29	4.203	7.52	999999	130.66	11.33	0.178	999999	6.121	999999	999999	999999	999999	4.2024	6.17326
							30.38	4.179	7.512	999999	131.33	11.4	0.178	999999	6.115	999999	999999	999999	999999	4.1784	6.16807
							30.52	4.147	7.514	999999	131.42	11.41	0.178	999999	6.118	999999	999999	999999	999999	4.1464	6.17126
							30.67	4.11	7.51	999999	130.82	11.37	0.179	999999	6.117	999999	999999	999999	999999	4.1094	6.16988
							30.84	4.065	7.512	999999	130.28	11.34	0.179	999999	6.12	999999	999999	999999	999999	4.0644	6.17355
							31.03	4.03	7.516	999999	130.08	11.33	0.179	999999	6.125	999999	999999	999999	999999	4.0295	6.17861
							31.22	4.002	7.517	999999	129.98	11.33	0.179	999999	6.128	999999	999999	999999	999999	4.0015	6.18108
							31.46	3.977	7.512	999999	129.68	11.31	0.179	999999	6.126	999999	999999	999999	999999	3.9765	6.17896
							31.69	3.935	7.51	999999	129.58	11.32	0.179	999999	6.126	999999	999999	999999	999999	3.9345	6.17959
							31.91	3.935	7.503	999999	129.87	11.34	0.179	999999	6.122	999999	999999	999999	999999	3.9345	6.17513
							32.08	3.843	7.522	999999	130.46	11.42	0.179	999999	6.14	999999	999999	999999	999999	3.8425	6.19331
							32.2	3.827	7.527	999999	130.74	11.45	0.179	999999	6.145	999999	999999	999999	999999	3.8265	6.19825
							32.3	3.818	7.528	999999	130.9	11.46	0.179	999999	6.147	999999	999999	999999	999999	3.8175	6.19975
							32.36	3.806	7.537	999999	131.29	11.5	0.179	999999	6.155	999999	999999	999999	999999	3.8055	6.20746
							32.42	3.805	7.53	999999	131.42	11.51	0.179	999999	6.149	999999	999999	999999	999999	3.8045	6.20223
							32.5	3.803	7.518	999999	131.42	11.51	0.179	999999	6.14	999999	999999	999999	999999	3.8025	6.19316
							32.57	3.773	7.521	999999	131.44	11.52	0.179	999999	6.143	999999	999999	999999	999999	3.7725	6.19659
							32.61	3.727	7.54	999999	131.79	11.57	0.179	999999	6.159	999999	999999	999999	999999	3.7265	6.2129
							32.67	3.696	7.536	999999	132.14	11.61	0.179	999999	6.157	999999	999999	999999	999999	3.6955	6.21072
							32.74	3.662	7.538	999999	131.56	11.57	0.179	999999	6.16	999999	999999	999999	999999	3.6615	6.21339
							32.74	3.662	7.538	999999	131.81	11.59	0.179	999999	6.16	999999	999999	999999	999999	3.6615	6.21339
							32.74	3.696	7.53	999999	131.81	11.58	0.179	999999	6.153	999999	999999	999999	999999	3.6955	6.2063
							32.74	3.696	7.53	999999	131.81	11.58	0.179	999999	6.153	999999	999999	999999	999999	3.6955	6.2063
							32.84	3.649	7.538	999999	131.48	11.56	0.179	999999	6.16	999999	999999	999999	999999	3.6485	6.21416
							32.88	3.638	7.542	999999	131.54	11.57	0.179	999999	6.164	999999	999999	999999	999999	3.6375	6.21777
							32.93	3.632	7.54	999999	131.61	11.58	0.179	999999	6.163	999999	999999	999999	999999	3.6316	6.21656
							32.99	3.627	7.541	999999	131.45	11.57	0.179	999999	6.164	999999	999999	999999	999999	3.6266	6.21775
							33.05	3.628	7.54	999999	131.25	11.55	0.179	999999	6.164	999999	999999	999999	999999	3.6275	6.21723
							33.12	3.633	7.537	999999	131.09	11.54	0.179	999999	6.162	999999	999999	999999	999999	3.6325	6.21509
							33.23	3.638	7.533	999999	130.77	11.51	0.179	999999	6.159	999999	999999	999999	999999	3.6375	6.21236
							33.34	3.642	7.532	999999	130.34	11.47	0.179	999999	6.158	999999	999999	999999	999999	3.6415	6.21202
							33.48	3.64	7.532	999999	130.05	11.44	0.179	999999	6.159	999999	999999	999999	999999	3.6395	6.21275
							33.62	3.642	7.534	999999	129.81	11.42	0.179	999999	6.161	999999	999999	999999	999999	3.6415	6.21499
							33.77	3.655	7.539	999999	129.8	11.41	0.18	999999	6.166	999999	999999	999999	999999	3.6545	6.21942
							33.95	3.681	7.546	999999	129.46	11.38	0.18	999999	6.172	999999	999999	999999	999999	3.6805	6.22529
							34.16	3.72	7.536	999999	129.39	11.36	0.18	999999	6.165	999999	999999	999999	999999	3.7195	6.21753
							34.38	3.732	7.532	999999	129.49	11.37	0.18	999999	6.162	999999	999999	999999	999999	3.7315	6.21517
							34.62	3.736	7.527	999999	129.21	11.34	0.18	999999	6.159	999999	999999	999999	999999	3.7355	6.2123
							34.85	3.719	7.521	999999	129.41	11.36	0.18	999999	6.156	999999	999999	999999	999999	3.7185	6.20906
							35.08	3.687	7.52	999999	129.85	11.41	0.18	999999	6.157	999999	999999	999999	999999	3.6865	6.21011
							35.31	3.646	7.518	999999	129.83	11.42	0.18	999999	6.157	999999	999999	999999	999999	3.6455	6.21055
							35.49	3.603	7.526	999999	130.12	11.46	0.18	999999	6.165	999999	999999	999999	999999	3.6025	6.21869
							35.62	3.567	7.542	999999	131.33	11.58	0.18	999999	6.179	999999	999999	999999	999999	3.5665	6.23276
							35.69	3.559	7.544	999999	131.15	11.56	0.18	999999	6.181	999999	999999	999999	999999	3.5585	6.23486
							35.69	3.559	7.544	999999	131.33	11.58	0.18	999999	6.181	999999	999999	999999	999999	3.5585	6.23486
							35.75	3.552	7.545	999999	131.03	11.55	0.18	999999	6.182	999999	999999	999999	999999	3.5515	6.23609
							35.82	3.544	7.538	999999	131.33	11.58	0.18	999999	6.177	999999	999999	999999	999999	3.5435	6.23104
							35.93	3.528	7.525	999999	131.48	11.6	0.18	999999	6.168	999999	999999	999999	999999	3.5275	6.22158
							36.06	3.493	7.526	999999	130.98	11.57	0.18	999999	6.17	999999	999999	999999	999999	3.4926	6.2237
							36.22	3.452	7.522	999999	130.6	11.55	0.18	999999	6.168	999999	999999	999999	999999	3.4516	6.22208
							36.37	3.403	7.527	999999	130.21	11.53	0.18	999999	6.174	999999	999999	999999	999999	3.4026	6.22768
							36.55	3.367	7.527	999999	130.31	11.55	0.18	999999	6.176	999999	999999	999999	999999	3.3666	6.2292
							36.76	3.33	7.525	999999	130.29	11.56	0.18	999999	6.176	999999	999999	999999	999999	3.3296	6.22928
							36.98	3.298	7.53	999999	130.13	11.55	0.18	999999	6.181	999999	999999	999999	999999	3.2976	6.23486
							37.21	3.28	7.533	999999	129.95	11.54	0.18	999999	6.185	999999	999999	999999	999999	3.2796	6.23867
							37.44	3.276	7.539	999999	129.78	11.53	0.18	999999	6.191	999999	999999	999999	999999	3.2756	6.24464
							37.69	3.286	7.539	999999	129.71	11.52	0.18	999999	6.192	999999	999999	999999	999999	3.2856	6.24572
							37.94	3.295	7.54	999999	129.62	11.51	0.18	999999	6.194	999999	999999	999999	999999	3.2946	6.2476
							38.18	3.301	7.534	999999	129.7	11.51	0.18	999999	6.19	999999	999999	999999	999999	3.3006	6.24392
							38.4	3.283	7.533	999999	129.8	11.53	0.18	999999	6.191	999999	999999	999999	999999	3.2826	6.24451
							38.62	3.262	7.533	999999	129.87	11.54	0.18	999999	6.192	999999	999999	999999	999999	3.2616	6.24593
							38.77	3.238	7.536	999999	130.08	11.57	0.18	999999	6.196	999999	999999	999999	999999	3.2376	6.24943
							38.89	3.217	7.55	999999	130.53	11.61	0.18	999999	6.208	999999	999999	999999	999999	3.2166	6.26147
							38.96	3.216	7.554	999999	130.72	11.63	0.18	999999	6.211	999999	999999	999999	999999	3.2156	6.265
							39.02	3.203	7.54	999999	130.56	11.62	0.18	999999	6.201	999999	999999	999999	999999	3.2026	6.25437
							39.14	3.183	7.538	999999	130.49	11.62	0.18	999999	6.2	999999	999999	999999	999999	3.1826	6.25367
							39.25	3.159	7.535	999999	130.46	11.62	0.181	999999	6.198	999999	999999	999999	999999	3.1586	6.25218
							39.4	3.132	7.535	999999	130.44	11.63	0.181	999999	6.199	999999	999999	999999	999999	3.1317	6.2533
							39.54	3.112	7.534	999999	130.27	11.62	0.181	999999	6.199	999999	999999	999999	999999	3.1117	6.25347
							39.68	3.085	7.532	999999	130.15	11.62	0.181	999999	6.198	999999	999999	999999	999999	3.0847	6.25294
							39.82	3.054	7.537	999999	129.78	11.59	0.181	999999	6.204	999999	999999	999999	999999	3.0537	6.258
							39.98	3.033	7.534	999999	129.54	11.58	0.181	999999	6.203	999999	999999	999999	999999	3.0327	6.25667
							40.14	2.998	7.535	999999	129.43	11.58	0.181	999999	6.205	999999	999999	999999	999999	2.9977	6.25868
							40.32	2.965	7.533	999999	129.24	11.57	0.181	999999	6.204	999999	999999	999999	999999	2.9647	6.25836
