Station;Latitude [degree];Longitude [degree];Date;Time;Depth [m];Temp;Cond;Sal;O2%;O2ppm;pH;Eh;CHL;Turb;SigmaT;SoundV;Bot. Depth [m]
319;54.63383333;19.895;11.10.2022;08:56:28.91;0.175;13.411;9.548;7.053;0.4;0.04;9.106;151;-0.797;4.005;4.776;1468.69;11.4125
319;54.63383333;19.895;11.10.2022;08:56:28.98;0.187;13.411;9.547;7.052;0.4;0.04;9.106;151;-0.619;2.665;4.7759;1468.69;11.4125
319;54.63383333;19.895;11.10.2022;08:56:29.05;0.226;13.412;9.548;7.053;0.4;0.04;9.106;150.9;-0.169;1.585;4.776;1468.7;11.4125
319;54.63383333;19.895;11.10.2022;08:56:29.12;0.267;13.413;9.548;7.052;0.5;0.05;9.106;150.9;0.194;5.565;4.776;1468.7;11.4125
319;54.63383333;19.895;11.10.2022;08:56:29.20;0.323;13.413;9.547;7.052;0.5;0.05;9.105;150.9;0.432;15.265;4.7756;1468.7;11.4125
319;54.63383333;19.895;11.10.2022;08:56:29.27;0.385;13.414;9.548;7.052;0.6;0.06;9.105;150.9;0.56;21.105;4.7763;1468.7;11.4125
319;54.63383333;19.895;11.10.2022;08:56:29.34;0.438;13.414;9.549;7.053;0.7;0.07;9.105;150.9;0.637;22.557;4.7772;1468.71;11.4125
319;54.63383333;19.895;11.10.2022;08:56:29.41;0.497;13.415;9.549;7.053;0.7;0.07;9.104;150.9;0.685;22.365;4.7771;1468.71;11.4125
319;54.63383333;19.895;11.10.2022;08:56:29.49;0.556;13.414;9.548;7.053;0.8;0.08;9.104;150.9;0.713;21.997;4.7773;1468.71;11.4125
319;54.63383333;19.895;11.10.2022;08:56:29.56;0.598;13.415;9.549;7.053;0.7;0.07;9.104;151;0.729;21.705;4.7777;1468.71;11.4125
319;54.63383333;19.895;11.10.2022;08:56:29.63;0.644;13.415;9.55;7.054;0.7;0.07;9.103;151;0.728;21.572;4.7786;1468.72;11.4125
319;54.63383333;19.895;11.10.2022;08:56:29.71;0.698;13.416;9.55;7.054;0.7;0.07;9.102;151;0.73;21.863;4.7785;1468.72;11.4125
319;54.63383333;19.895;11.10.2022;08:56:29.80;0.76;13.416;9.55;7.054;0.7;0.07;9.102;151.1;0.743;22.427;4.7787;1468.72;11.4125
319;54.63383333;19.895;11.10.2022;08:56:29.87;0.825;13.416;9.549;7.053;0.7;0.07;9.102;151;0.767;22.237;4.7786;1468.72;11.4125
319;54.63383333;19.895;11.10.2022;08:56:29.94;0.891;13.416;9.55;7.053;0.7;0.07;9.102;151.1;0.773;21.864;4.779;1468.72;11.4125
319;54.63383333;19.895;11.10.2022;08:56:30.02;0.953;13.417;9.55;7.053;0.7;0.07;9.102;151.1;0.764;21.577;4.7794;1468.73;11.4125
319;54.63383333;19.895;11.10.2022;08:56:30.09;1.018;13.417;9.549;7.053;0.7;0.07;9.101;151.1;0.775;21.496;4.7793;1468.73;11.4125
319;54.63383333;19.895;11.10.2022;08:56:30.16;1.081;13.417;9.551;7.054;0.7;0.07;9.101;151.1;0.793;21.418;4.7801;1468.73;11.4125
319;54.63383333;19.895;11.10.2022;08:56:30.23;1.139;13.417;9.552;7.055;0.7;0.07;9.101;151.1;0.799;21.387;4.7812;1468.73;11.4125
319;54.63383333;19.895;11.10.2022;08:56:30.31;1.202;13.418;9.551;7.054;0.7;0.07;9.101;151.1;0.797;21.338;4.7809;1468.73;11.4125
319;54.63383333;19.895;11.10.2022;08:56:30.38;1.27;13.418;9.552;7.055;0.7;0.07;9.101;151;0.803;21.286;4.7817;1468.74;11.4125
319;54.63383333;19.895;11.10.2022;08:56:30.45;1.334;13.418;9.551;7.054;0.7;0.07;9.1;151;0.801;21.292;4.7814;1468.74;11.4125
319;54.63383333;19.895;11.10.2022;08:56:30.52;1.399;13.418;9.552;7.055;0.7;0.07;9.1;151;0.837;21.317;4.7821;1468.74;11.4125
319;54.63383333;19.895;11.10.2022;08:56:30.60;1.471;13.418;9.554;7.056;0.7;0.07;9.1;151;0.842;21.346;4.7834;1468.74;11.4125
319;54.63383333;19.895;11.10.2022;08:56:30.67;1.533;13.418;9.554;7.056;0.7;0.07;9.1;150.9;0.843;21.427;4.7841;1468.74;11.4125
319;54.63383333;19.895;11.10.2022;08:56:30.74;1.566;13.418;9.555;7.057;0.7;0.07;9.099;150.9;0.859;21.455;4.7848;1468.74;11.4125
319;54.63383333;19.895;11.10.2022;08:56:30.83;1.606;13.419;9.557;7.059;0.7;0.07;9.099;150.9;0.887;21.43;4.7861;1468.75;11.4125
319;54.63383333;19.895;11.10.2022;08:56:30.90;1.642;13.419;9.558;7.059;0.7;0.07;9.099;150.9;0.888;21.421;4.7869;1468.75;11.4125
319;54.63383333;19.895;11.10.2022;08:56:30.98;1.676;13.419;9.558;7.059;0.7;0.07;9.099;150.9;0.887;21.428;4.7869;1468.75;11.4125
319;54.63383333;19.895;11.10.2022;08:56:31.05;1.714;13.419;9.557;7.059;0.7;0.07;9.099;150.9;0.893;21.395;4.7865;1468.75;11.4125
319;54.63383333;19.895;11.10.2022;08:56:31.12;1.757;13.42;9.557;7.059;0.7;0.07;9.099;150.9;0.901;21.398;4.7866;1468.75;11.4125
319;54.63383333;19.895;11.10.2022;08:56:31.20;1.808;13.42;9.558;7.059;0.7;0.07;9.099;150.9;0.915;21.515;4.7873;1468.76;11.4125
319;54.63383333;19.895;11.10.2022;08:56:31.27;1.87;13.42;9.558;7.059;0.7;0.07;9.099;150.8;0.928;21.552;4.7875;1468.76;11.4125
319;54.63383333;19.895;11.10.2022;08:56:31.34;1.924;13.42;9.559;7.06;0.7;0.07;9.099;150.8;0.928;21.624;4.7881;1468.76;11.4125
319;54.63383333;19.895;11.10.2022;08:56:31.41;1.984;13.421;9.559;7.06;0.7;0.07;9.099;150.8;0.928;21.615;4.7885;1468.76;11.4125
319;54.63383333;19.895;11.10.2022;08:56:31.49;2.03;13.421;9.559;7.06;0.7;0.07;9.099;150.8;0.92;21.628;4.7888;1468.76;11.4125
319;54.63383333;19.895;11.10.2022;08:56:31.56;2.077;13.421;9.56;7.06;0.7;0.07;9.099;150.8;0.916;21.688;4.7893;1468.77;11.4125
319;54.63383333;19.895;11.10.2022;08:56:31.63;2.134;13.421;9.559;7.06;0.7;0.07;9.099;150.8;0.925;21.753;4.789;1468.77;11.4125
319;54.63383333;19.895;11.10.2022;08:56:31.70;2.192;13.421;9.559;7.06;0.7;0.07;9.099;150.7;0.933;21.724;4.7893;1468.77;11.4125
319;54.63383333;19.895;11.10.2022;08:56:31.78;2.26;13.421;9.559;7.06;0.7;0.07;9.098;150.7;0.933;21.775;4.7895;1468.77;11.4125
319;54.63383333;19.895;11.10.2022;08:56:31.87;2.336;13.421;9.559;7.06;0.7;0.07;9.098;150.7;0.932;21.735;4.79;1468.77;11.4125
319;54.63383333;19.895;11.10.2022;08:56:31.94;2.407;13.421;9.56;7.06;0.7;0.07;9.098;150.6;0.932;21.686;4.7909;1468.77;11.4125
319;54.63383333;19.895;11.10.2022;08:56:32.01;2.457;13.421;9.56;7.061;0.7;0.07;9.098;150.7;0.924;21.628;4.7914;1468.77;11.4125
319;54.63383333;19.895;11.10.2022;08:56:32.09;2.523;13.421;9.56;7.06;0.7;0.07;9.098;150.6;0.949;21.601;4.7914;1468.77;11.4125
319;54.63383333;19.895;11.10.2022;08:56:32.16;2.601;13.421;9.561;7.061;0.7;0.07;9.098;150.7;0.954;21.639;4.7923;1468.78;11.4125
319;54.63383333;19.895;11.10.2022;08:56:32.23;2.66;13.421;9.56;7.061;0.7;0.07;9.097;150.7;0.946;21.683;4.7923;1468.78;11.4125
319;54.63383333;19.895;11.10.2022;08:56:32.30;2.724;13.421;9.561;7.061;0.7;0.07;9.097;150.7;0.949;21.683;4.7931;1468.78;11.4125
319;54.63383333;19.895;11.10.2022;08:56:32.38;2.803;13.421;9.562;7.062;0.7;0.07;9.097;150.7;0.969;21.702;4.7938;1468.78;11.4125
319;54.63383333;19.895;11.10.2022;08:56:32.45;2.865;13.421;9.56;7.06;0.7;0.07;9.097;150.7;0.951;21.77;4.7927;1468.78;11.4125
319;54.63383333;19.895;11.10.2022;08:56:32.52;2.933;13.421;9.559;7.06;0.7;0.07;9.097;150.6;0.938;21.717;4.7929;1468.78;11.4125
319;54.63383333;19.895;11.10.2022;08:56:32.60;2.995;13.421;9.561;7.061;0.7;0.07;9.097;150.6;0.945;21.652;4.7941;1468.78;11.4125
319;54.63383333;19.895;11.10.2022;08:56:32.67;3.069;13.421;9.562;7.062;0.7;0.07;9.096;150.7;0.957;21.624;4.7948;1468.78;11.4125
319;54.63383333;19.895;11.10.2022;08:56:32.74;3.147;13.421;9.562;7.062;0.7;0.07;9.096;150.6;0.961;21.702;4.7956;1468.79;11.4125
319;54.63383333;19.895;11.10.2022;08:56:32.81;3.214;13.421;9.563;7.063;0.7;0.07;9.096;150.6;0.957;21.797;4.7964;1468.79;11.4125
319;54.63383333;19.895;11.10.2022;08:56:32.89;3.272;13.421;9.564;7.064;0.7;0.07;9.096;150.6;0.969;21.786;4.7975;1468.79;11.4125
319;54.63383333;19.895;11.10.2022;08:56:32.98;3.351;13.42;9.565;7.064;0.7;0.07;9.096;150.6;0.961;21.798;4.7982;1468.79;11.4125
319;54.63383333;19.895;11.10.2022;08:56:33.05;3.422;13.421;9.565;7.064;0.7;0.07;9.095;150.6;0.949;21.773;4.7988;1468.79;11.4125
319;54.63383333;19.895;11.10.2022;08:56:33.12;3.487;13.421;9.565;7.064;0.7;0.07;9.095;150.6;0.954;21.69;4.799;1468.8;11.4125
319;54.63383333;19.895;11.10.2022;08:56:33.19;3.542;13.421;9.567;7.065;0.7;0.07;9.095;150.6;0.963;21.659;4.8;1468.8;11.4125
319;54.63383333;19.895;11.10.2022;08:56:33.27;3.604;13.422;9.566;7.065;0.7;0.07;9.095;150.6;0.977;21.691;4.8001;1468.8;11.4125
319;54.63383333;19.895;11.10.2022;08:56:33.34;3.64;13.422;9.567;7.066;0.7;0.07;9.095;150.6;0.974;21.69;4.8008;1468.8;11.4125
319;54.63383333;19.895;11.10.2022;08:56:33.41;3.698;13.422;9.567;7.066;0.7;0.07;9.095;150.6;0.967;21.724;4.8011;1468.8;11.4125
319;54.63383333;19.895;11.10.2022;08:56:33.49;3.762;13.422;9.568;7.066;0.7;0.07;9.095;150.6;0.97;21.789;4.8015;1468.8;11.4125
319;54.63383333;19.895;11.10.2022;08:56:33.56;3.812;13.422;9.567;7.066;0.7;0.07;9.095;150.6;1.007;21.878;4.8016;1468.81;11.4125
319;54.63383333;19.895;11.10.2022;08:56:33.63;3.875;13.422;9.567;7.066;0.7;0.07;9.095;150.6;1.008;21.928;4.8018;1468.8;11.4125
319;54.63383333;19.895;11.10.2022;08:56:33.70;3.935;13.422;9.567;7.066;0.7;0.07;9.095;150.6;1.022;21.964;4.8022;1468.81;11.4125
319;54.63383333;19.895;11.10.2022;08:56:33.78;3.997;13.422;9.568;7.066;0.7;0.07;9.095;150.5;1.029;21.926;4.8027;1468.81;11.4125
319;54.63383333;19.895;11.10.2022;08:56:33.85;4.066;13.422;9.568;7.066;0.7;0.07;9.095;150.5;1.038;21.963;4.8032;1468.81;11.4125
11;54.63333333;19.93166667;11.10.2022;09:02:24.75;0.147;13.07;9.16;6.805;0.2;0.02;9.063;126.1;-0.365;21.766;4.6349;1467.17;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:24.82;0.178;13.081;9.177;6.817;0.2;0.02;9.064;126.1;-0.386;28.634;4.6425;1467.23;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:24.89;0.188;13.092;9.19;6.825;0.2;0.02;9.065;126.1;-0.163;33.936;4.6476;1467.28;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:24.96;0.21;13.103;9.195;6.827;0.3;0.03;9.065;126.1;-0.195;36.965;4.6476;1467.32;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:25.04;0.231;13.113;9.199;6.829;0.3;0.03;9.064;126;-0.216;38.447;4.6472;1467.36;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:25.11;0.256;13.12;9.202;6.83;0.3;0.03;9.064;126;-0.057;39.218;4.6474;1467.39;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:25.18;0.285;13.126;9.193;6.822;0.3;0.03;9.063;126;0.212;39.371;4.6402;1467.4;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:25.25;0.32;13.13;9.177;6.808;0.4;0.04;9.063;126;0.156;38.249;4.629;1467.4;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:25.33;0.364;13.134;9.167;6.799;0.4;0.04;9.063;125.9;0.093;35.413;4.6221;1467.4;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:25.42;0.418;13.135;9.167;6.799;0.5;0.05;9.063;126;-0.03;31.245;4.6223;1467.4;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:25.49;0.453;13.134;9.165;6.797;0.5;0.05;9.064;126;0.017;29.592;4.6212;1467.4;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:25.56;0.499;13.133;9.158;6.792;0.6;0.06;9.063;126;0.272;30.746;4.6175;1467.39;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:25.63;0.546;13.132;9.168;6.8;0.6;0.06;9.063;125.9;0.533;31.57;4.6242;1467.4;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:25.70;0.579;13.131;9.183;6.813;0.6;0.06;9.063;125.9;0.716;29.101;4.6338;1467.41;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:25.78;0.606;13.131;9.18;6.81;0.6;0.06;9.063;125.9;0.826;26.312;4.6324;1467.4;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:25.85;0.641;13.13;9.183;6.813;0.6;0.06;9.063;125.9;0.896;24.327;4.6345;1467.41;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:25.92;0.676;13.131;9.187;6.816;0.6;0.06;9.063;125.9;0.918;23.185;4.6366;1467.41;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:25.99;0.718;13.13;9.188;6.817;0.5;0.05;9.063;125.9;0.923;22.63;4.6379;1467.41;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:26.07;0.762;13.131;9.196;6.823;0.5;0.05;9.062;125.9;0.923;22.417;4.6429;1467.42;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:26.14;0.806;13.132;9.203;6.829;0.5;0.05;9.062;125.9;0.924;22.297;4.6471;1467.44;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:26.21;0.854;13.133;9.227;6.847;0.5;0.05;9.062;125.9;0.946;22.275;4.6613;1467.46;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:26.29;0.902;13.136;9.235;6.853;0.5;0.05;9.062;125.9;0.959;22.22;4.666;1467.48;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:26.36;0.959;13.14;9.238;6.855;0.5;0.05;9.061;125.9;0.956;22.207;4.6668;1467.5;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:26.45;1.016;13.145;9.237;6.853;0.5;0.05;9.06;125.8;0.96;22.279;4.665;1467.52;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:26.52;1.064;13.15;9.233;6.849;0.5;0.05;9.06;125.8;0.965;22.262;4.6614;1467.53;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:26.60;1.109;13.155;9.241;6.855;0.5;0.05;9.06;125.8;0.976;22.374;4.6654;1467.55;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:26.67;1.158;13.158;9.247;6.859;0.5;0.05;9.059;125.8;0.98;22.513;4.6681;1467.57;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:26.74;1.201;13.161;9.244;6.856;0.5;0.05;9.059;125.8;0.977;22.765;4.6662;1467.58;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:26.81;1.247;13.163;9.242;6.854;0.5;0.05;9.059;125.8;0.971;22.791;4.6642;1467.58;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:26.89;1.3;13.165;9.239;6.851;0.5;0.05;9.058;125.8;0.962;22.69;4.6621;1467.59;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:26.96;1.35;13.166;9.235;6.848;0.5;0.05;9.058;125.8;0.957;22.53;4.6597;1467.59;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:27.03;1.408;13.167;9.241;6.852;0.5;0.05;9.058;125.7;0.964;22.433;4.6633;1467.6;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:27.10;1.461;13.167;9.236;6.848;0.5;0.05;9.058;125.7;0.968;22.424;4.6605;1467.59;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:27.18;1.529;13.167;9.233;6.846;0.5;0.05;9.057;125.7;0.973;22.337;4.6589;1467.59;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:27.25;1.569;13.168;9.236;6.848;0.5;0.05;9.057;125.7;0.972;22.288;4.6604;1467.6;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:27.32;1.629;13.168;9.247;6.857;0.5;0.05;9.057;125.7;0.978;22.404;4.6677;1467.61;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:27.39;1.671;13.169;9.251;6.86;0.5;0.05;9.057;125.7;0.981;22.499;4.6702;1467.62;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:27.49;1.743;13.169;9.251;6.86;0.5;0.05;9.057;125.7;0.982;22.689;4.6704;1467.62;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:27.56;1.805;13.17;9.251;6.86;0.5;0.05;9.057;125.7;0.971;22.583;4.6704;1467.62;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:27.63;1.852;13.171;9.251;6.86;0.5;0.05;9.057;125.6;0.968;22.529;4.6706;1467.63;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:27.70;1.915;13.171;9.254;6.862;0.5;0.05;9.056;125.6;0.974;22.564;4.6722;1467.63;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:27.78;1.976;13.172;9.252;6.86;0.5;0.06;9.056;125.6;0.973;22.602;4.671;1467.63;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:27.85;2.029;13.172;9.25;6.859;0.5;0.05;9.056;125.6;0.963;22.571;4.6705;1467.63;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:27.92;2.088;13.172;9.252;6.86;0.5;0.05;9.056;125.6;0.96;22.488;4.6719;1467.64;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:27.99;2.138;13.172;9.254;6.861;0.6;0.06;9.056;125.6;0.957;22.487;4.6728;1467.64;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:28.07;2.196;13.172;9.254;6.861;0.6;0.06;9.056;125.5;0.956;22.587;4.6731;1467.64;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:28.14;2.253;13.173;9.254;6.861;0.6;0.06;9.055;125.5;0.954;22.632;4.6732;1467.65;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:28.21;2.308;13.173;9.254;6.862;0.5;0.06;9.056;125.5;0.967;22.633;4.6737;1467.65;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:28.28;2.371;13.173;9.254;6.861;0.6;0.06;9.055;125.5;0.975;22.621;4.6737;1467.65;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:28.35;2.433;13.173;9.253;6.861;0.6;0.06;9.055;125.5;0.987;22.609;4.6736;1467.65;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:28.43;2.489;13.174;9.253;6.861;0.6;0.06;9.055;125.5;0.991;22.634;4.6739;1467.65;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:28.50;2.549;13.174;9.255;6.862;0.6;0.06;9.055;125.4;1;22.665;4.6749;1467.65;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:28.59;2.625;13.173;9.255;6.863;0.5;0.05;9.055;125.4;1.031;22.622;4.6758;1467.65;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:28.66;2.688;13.174;9.255;6.862;0.6;0.06;9.055;125.4;1.038;22.594;4.6755;1467.66;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:28.74;2.735;13.174;9.256;6.863;0.5;0.06;9.055;125.4;1.048;22.629;4.6765;1467.66;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:28.81;2.795;13.175;9.256;6.863;0.6;0.06;9.055;125.4;1.065;22.618;4.6765;1467.66;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:28.88;2.86;13.174;9.256;6.863;0.6;0.06;9.055;125.4;1.083;22.57;4.6772;1467.66;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:28.95;2.923;13.175;9.256;6.863;0.6;0.06;9.055;125.4;1.098;22.51;4.677;1467.66;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:29.03;2.978;13.175;9.257;6.864;0.5;0.05;9.055;125.4;1.121;22.519;4.678;1467.67;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:29.10;3.037;13.175;9.255;6.862;0.5;0.05;9.055;125.4;1.154;22.5;4.677;1467.67;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:29.17;3.092;13.175;9.257;6.864;0.6;0.06;9.055;125.4;1.169;22.522;4.6789;1467.67;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:29.24;3.152;13.175;9.258;6.864;0.6;0.06;9.055;125.4;1.186;22.638;4.6794;1467.67;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:29.32;3.215;13.175;9.257;6.863;0.6;0.06;9.055;125.4;1.164;22.666;4.6787;1467.67;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:29.39;3.271;13.176;9.258;6.864;0.6;0.06;9.055;125.4;1.151;22.676;4.6797;1467.67;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:29.46;3.342;13.176;9.265;6.87;0.5;0.06;9.055;125.3;1.141;22.594;4.6846;1467.68;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:29.53;3.395;13.177;9.267;6.871;0.5;0.05;9.054;125.3;1.151;22.704;4.6855;1467.69;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:29.62;3.474;13.177;9.27;6.873;0.5;0.05;9.054;125.4;1.163;22.779;4.6876;1467.69;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:29.70;3.541;13.179;9.267;6.871;0.6;0.06;9.054;125.4;1.173;22.834;4.6855;1467.7;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:29.77;3.591;13.18;9.267;6.87;0.5;0.05;9.054;125.4;1.189;22.899;4.6852;1467.7;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:29.84;3.659;13.18;9.268;6.871;0.5;0.05;9.054;125.3;1.184;22.895;4.6864;1467.7;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:29.91;3.719;13.18;9.269;6.872;0.5;0.05;9.054;125.4;1.19;22.915;4.687;1467.71;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:29.99;3.797;13.182;9.27;6.873;0.6;0.06;9.054;125.3;1.199;22.89;4.6881;1467.71;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:30.06;3.865;13.182;9.273;6.875;0.6;0.06;9.054;125.3;1.222;22.822;4.6897;1467.72;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:30.13;3.919;13.183;9.272;6.874;0.5;0.05;9.054;125.3;1.201;22.811;4.6893;1467.72;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:30.20;3.979;13.184;9.268;6.871;0.5;0.05;9.054;125.3;1.17;22.93;4.6872;1467.72;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:30.27;4.041;13.184;9.27;6.872;0.5;0.05;9.054;125.3;1.138;22.992;4.6885;1467.73;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:30.35;4.112;13.184;9.275;6.876;0.6;0.06;9.054;125.3;1.118;23.009;4.6915;1467.73;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:30.42;4.176;13.185;9.276;6.877;0.5;0.05;9.054;125.3;1.114;23.009;4.6924;1467.74;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:30.49;4.25;13.185;9.278;6.879;0.5;0.06;9.054;125.3;1.123;22.952;4.6941;1467.74;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:30.57;4.304;13.187;9.283;6.882;0.6;0.06;9.053;125.3;1.151;22.904;4.6966;1467.75;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:30.66;4.389;13.188;9.28;6.88;0.5;0.05;9.053;125.3;1.132;22.782;4.6952;1467.76;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:30.73;4.452;13.19;9.281;6.88;0.6;0.06;9.053;125.3;1.119;22.727;4.6954;1467.76;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:30.80;4.521;13.191;9.282;6.88;0.6;0.06;9.053;125.2;1.094;22.821;4.6957;1467.77;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:30.88;4.584;13.191;9.283;6.881;0.5;0.05;9.053;125.3;1.137;22.734;4.6967;1467.77;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:30.95;4.647;13.192;9.292;6.888;0.5;0.05;9.053;125.3;1.181;22.671;4.7023;1467.79;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:31.02;4.717;13.194;9.314;6.906;0.5;0.05;9.053;125.2;1.205;22.759;4.7158;1467.81;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:31.09;4.774;13.196;9.325;6.914;0.5;0.05;9.053;125.3;1.17;22.719;4.7225;1467.83;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:31.17;4.834;13.2;9.324;6.913;0.5;0.05;9.052;125.2;1.161;22.677;4.7209;1467.84;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:31.24;4.898;13.203;9.337;6.922;0.6;0.06;9.052;125.2;1.162;22.725;4.7279;1467.87;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:31.31;4.955;13.207;9.348;6.93;0.5;0.05;9.052;125.3;1.177;22.56;4.7336;1467.89;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:31.38;5.023;13.211;9.351;6.932;0.5;0.05;9.051;125.2;1.2;22.432;4.7351;1467.91;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:31.46;5.088;13.215;9.349;6.929;0.5;0.05;9.051;125.2;1.208;22.465;4.7328;1467.92;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:31.53;5.148;13.218;9.35;6.93;0.5;0.05;9.051;125.2;1.196;22.341;4.7331;1467.93;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:31.60;5.208;13.22;9.34;6.921;0.5;0.05;9.051;125.2;1.159;22.259;4.7263;1467.93;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:31.69;5.285;13.22;9.34;6.922;0.5;0.05;9.051;125.2;1.157;22.138;4.7268;1467.93;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:31.77;5.348;13.22;9.329;6.913;0.5;0.05;9.051;125.2;1.192;22.061;4.7203;1467.93;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:31.84;5.406;13.22;9.33;6.914;0.5;0.05;9.051;125.2;1.23;22.099;4.7215;1467.93;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:31.91;5.472;13.218;9.329;6.913;0.5;0.05;9.051;125.2;1.219;22.184;4.7217;1467.92;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:31.98;5.534;13.217;9.334;6.917;0.5;0.05;9.051;125.2;1.181;22.172;4.725;1467.92;14.842
11;54.63333333;19.93166667;11.10.2022;09:02:32.06;5.59;13.218;9.341;6.923;0.5;0.05;9.051;125.2;1.123;22.071;4.7296;1467.93;14.842
