Station;Latitude [degree];Longitude [degree];Date;Time;Depth [m];Temp;Cond;Sal;O2%;O2ppm;pH;Eh;CHL;Turb;SigmaT;SoundV;Bot. Depth [m]
12;54.63666667;19.98333333;11.10.2022;09:08:54.39;8.884;12.718;8.495;6.333;0.5;0.05;9.053;115.6;1.608;22.984;4.3609;1465.48;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:54.47;8.942;12.72;8.499;6.336;0.5;0.05;9.053;115.5;1.655;22.954;4.3632;1465.49;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:54.54;8.997;12.721;8.499;6.336;0.5;0.05;9.052;115.5;1.676;22.863;4.3633;1465.49;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:54.61;9.054;12.722;8.498;6.335;0.5;0.05;9.052;115.5;1.61;23.041;4.3628;1465.5;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:54.68;9.11;12.723;8.498;6.335;0.5;0.05;9.052;115.5;1.562;23.131;4.3627;1465.5;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:54.76;9.167;12.724;8.501;6.336;0.5;0.05;9.052;115.5;1.534;23.113;4.3643;1465.51;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:54.83;9.225;12.724;8.499;6.335;0.5;0.05;9.052;115.5;1.539;22.87;4.3635;1465.51;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:54.90;9.283;12.725;8.5;6.336;0.5;0.05;9.052;115.5;1.592;22.645;4.3643;1465.51;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:54.99;9.352;12.725;8.505;6.34;0.5;0.05;9.052;115.5;1.611;22.496;4.3677;1465.52;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:55.07;9.408;12.726;8.509;6.342;0.5;0.05;9.052;115.5;1.599;22.349;4.3697;1465.52;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:55.14;9.464;12.726;8.511;6.344;0.5;0.05;9.052;115.5;1.565;22.292;4.3711;1465.53;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:55.21;9.518;12.727;8.514;6.346;0.5;0.05;9.052;115.5;1.542;22.586;4.373;1465.54;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:55.28;9.572;12.728;8.522;6.353;0.5;0.05;9.051;115.5;1.542;22.629;4.3784;1465.55;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:55.36;9.626;12.729;8.52;6.351;0.5;0.05;9.051;115.4;1.533;22.801;4.3766;1465.55;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:55.43;9.678;12.73;8.54;6.367;0.5;0.05;9.051;115.5;1.483;23.273;4.3891;1465.57;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:55.50;9.732;12.731;8.552;6.376;0.5;0.05;9.051;115.4;1.427;23.271;4.3966;1465.59;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:55.57;9.787;12.732;8.562;6.384;0.5;0.05;9.051;115.4;1.432;23.113;4.4028;1465.6;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:55.65;9.844;12.734;8.565;6.387;0.5;0.05;9.05;115.4;1.485;23.305;4.4047;1465.61;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:55.72;9.9;12.735;8.575;6.394;0.5;0.05;9.05;115.4;1.545;23.824;4.4102;1465.63;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:55.79;9.955;12.737;8.579;6.397;0.5;0.05;9.049;115.4;1.579;23.849;4.4127;1465.64;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:55.87;10.011;12.739;8.58;6.397;0.5;0.05;9.049;115.4;1.579;23.997;4.4129;1465.65;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:55.94;10.066;12.742;8.585;6.401;0.5;0.05;9.049;115.4;1.568;24.061;4.4159;1465.66;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:56.03;10.132;12.743;8.585;6.401;0.5;0.05;9.049;115.4;1.529;24.215;4.4158;1465.67;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:56.10;10.188;12.745;8.586;6.401;0.5;0.05;9.048;115.3;1.542;24.542;4.416;1465.68;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:56.17;10.244;12.746;8.585;6.4;0.5;0.05;9.048;115.3;1.573;25.308;4.4156;1465.68;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:56.25;10.297;12.747;8.583;6.399;0.5;0.05;9.048;115.3;1.605;26.223;4.4142;1465.68;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:56.32;10.353;12.748;8.583;6.398;0.5;0.05;9.048;115.3;1.616;26.918;4.414;1465.69;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:56.39;10.402;12.75;8.583;6.398;0.5;0.05;9.048;115.3;1.634;26.95;4.414;1465.7;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:56.47;10.462;12.751;8.587;6.401;0.5;0.05;9.048;115.3;1.65;26.894;4.4164;1465.7;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:56.54;10.52;12.752;8.587;6.401;0.5;0.05;9.048;115.3;1.639;26.891;4.4166;1465.71;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:56.61;10.573;12.752;8.587;6.401;0.5;0.05;9.048;115.3;1.608;26.951;4.4166;1465.71;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:56.68;10.62;12.753;8.586;6.4;0.5;0.05;9.048;115.3;1.595;27.579;4.4158;1465.71;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:56.76;10.682;12.754;8.584;6.398;0.5;0.05;9.048;115.3;1.593;28.097;4.4144;1465.71;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:56.83;10.739;12.754;8.582;6.396;0.5;0.05;9.048;115.3;1.585;28.056;4.4137;1465.71;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:56.90;10.79;12.754;8.581;6.395;0.5;0.05;9.047;115.2;1.595;28.177;4.4129;1465.71;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:56.97;10.839;12.754;8.58;6.395;0.5;0.05;9.047;115.2;1.576;28.668;4.4129;1465.71;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:57.06;10.893;12.755;8.58;6.395;0.5;0.05;9.047;115.2;1.548;29.562;4.4131;1465.72;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:57.16;10.976;12.754;8.578;6.393;0.5;0.05;9.047;115.2;1.525;31.551;4.4123;1465.71;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:57.23;11.032;12.755;8.578;6.393;0.4;0.05;9.047;115.2;1.523;32.932;4.4123;1465.72;11.071
12;54.63666667;19.98333333;11.10.2022;09:08:57.30;11.071;12.755;8.576;6.391;0.4;0.05;9.047;114.6;1.511;34.244;4.4111;1465.72;11.071
13;54.645;20.05;11.10.2022;09:20:01.00;0.287;12.126;7.199;5.386;1.2;0.13;9.186;107.2;-0.112;93.522;3.6686;1462.03;10.46
13;54.645;20.05;11.10.2022;09:20:01.07;0.323;12.135;7.2;5.385;1.3;0.13;9.189;107.3;-0.01;72.182;3.6667;1462.06;10.46
13;54.645;20.05;11.10.2022;09:20:01.14;0.371;12.142;7.199;5.383;1.4;0.15;9.19;107.3;0.562;60.919;3.6646;1462.09;10.46
13;54.645;20.05;11.10.2022;09:20:01.23;0.416;12.148;7.199;5.383;1.5;0.16;9.191;107.3;0.746;54.165;3.6635;1462.11;10.46
13;54.645;20.05;11.10.2022;09:20:01.30;0.457;12.152;7.199;5.382;1.5;0.16;9.191;107.3;1.032;51.639;3.6627;1462.12;10.46
13;54.645;20.05;11.10.2022;09:20:01.38;0.495;12.155;7.199;5.382;1.5;0.16;9.19;107.2;1.277;50.593;3.6623;1462.14;10.46
13;54.645;20.05;11.10.2022;09:20:01.69;0.533;12.157;7.198;5.381;1.6;0.17;9.19;107.2;1.409;49.973;3.6615;1462.14;10.46
13;54.645;20.05;11.10.2022;09:20:01.77;0.641;12.16;7.199;5.381;1.7;0.17;9.19;107.2;1.57;43.455;3.6617;1462.15;10.46
13;54.645;20.05;11.10.2022;09:20:01.84;0.664;12.161;7.198;5.38;1.7;0.17;9.19;107.2;1.577;45.338;3.6613;1462.16;10.46
13;54.645;20.05;11.10.2022;09:20:01.91;0.695;12.162;7.198;5.38;1.6;0.17;9.19;107.1;1.606;45.97;3.6612;1462.16;10.46
13;54.645;20.05;11.10.2022;09:20:01.98;0.735;12.163;7.198;5.38;1.7;0.17;9.19;107.1;1.617;45.376;3.6608;1462.17;10.46
13;54.645;20.05;11.10.2022;09:20:02.05;0.777;12.163;7.198;5.38;1.6;0.17;9.19;107.1;1.609;44.044;3.6612;1462.17;10.46
13;54.645;20.05;11.10.2022;09:20:02.13;0.821;12.164;7.198;5.38;1.6;0.17;9.191;107.1;1.6;42.657;3.6612;1462.17;10.46
13;54.645;20.05;11.10.2022;09:20:02.20;0.88;12.164;7.198;5.38;1.6;0.17;9.191;107.1;1.621;41.567;3.6615;1462.17;10.46
13;54.645;20.05;11.10.2022;09:20:02.27;0.933;12.164;7.198;5.38;1.6;0.17;9.191;107.1;1.621;41.09;3.6613;1462.17;10.46
13;54.645;20.05;11.10.2022;09:20:02.34;0.988;12.164;7.198;5.38;1.6;0.16;9.19;107.1;1.628;40.738;3.6617;1462.17;10.46
13;54.645;20.05;11.10.2022;09:20:02.42;1.035;12.164;7.198;5.38;1.5;0.16;9.19;107.1;1.623;40.315;3.6622;1462.18;10.46
13;54.645;20.05;11.10.2022;09:20:02.51;1.12;12.164;7.198;5.38;1.5;0.16;9.19;107.2;1.648;39.672;3.6626;1462.18;10.46
13;54.645;20.05;11.10.2022;09:20:02.58;1.182;12.165;7.198;5.38;1.5;0.16;9.19;107.2;1.641;39.265;3.6625;1462.18;10.46
13;54.645;20.05;11.10.2022;09:20:02.65;1.239;12.165;7.199;5.38;1.5;0.16;9.19;107.2;1.607;39.059;3.6633;1462.18;10.46
13;54.645;20.05;11.10.2022;09:20:02.73;1.298;12.165;7.199;5.381;1.6;0.16;9.189;107.2;1.58;38.754;3.6639;1462.18;10.46
13;54.645;20.05;11.10.2022;09:20:02.80;1.341;12.165;7.199;5.38;1.6;0.16;9.189;107.2;1.574;38.691;3.6638;1462.18;10.46
13;54.645;20.05;11.10.2022;09:20:02.87;1.398;12.165;7.201;5.382;1.6;0.16;9.189;107.2;1.563;38.685;3.6654;1462.18;10.46
13;54.645;20.05;11.10.2022;09:20:02.94;1.468;12.165;7.206;5.386;1.6;0.16;9.189;107.2;1.559;38.555;3.6689;1462.19;10.46
13;54.645;20.05;11.10.2022;09:20:03.02;1.534;12.165;7.198;5.38;1.6;0.16;9.188;107.2;1.588;38.518;3.6644;1462.18;10.46
13;54.645;20.05;11.10.2022;09:20:03.09;1.59;12.164;7.2;5.381;1.6;0.16;9.188;107.2;1.604;38.566;3.6655;1462.19;10.46
13;54.645;20.05;11.10.2022;09:20:03.16;1.642;12.165;7.197;5.379;1.6;0.16;9.188;107.2;1.604;38.607;3.6641;1462.19;10.46
13;54.645;20.05;11.10.2022;09:20:03.23;1.696;12.165;7.198;5.379;1.6;0.16;9.188;107.2;1.589;38.689;3.6648;1462.19;10.46
13;54.645;20.05;11.10.2022;09:20:03.31;1.747;12.165;7.197;5.379;1.6;0.17;9.188;107.2;1.593;38.836;3.6643;1462.19;10.46
13;54.645;20.05;11.10.2022;09:20:03.38;1.801;12.164;7.197;5.379;1.6;0.17;9.188;107.2;1.605;38.9;3.6651;1462.19;10.46
13;54.645;20.05;11.10.2022;09:20:03.45;1.852;12.164;7.201;5.382;1.6;0.17;9.188;107.2;1.61;38.865;3.6675;1462.19;10.46
13;54.645;20.05;11.10.2022;09:20:03.53;1.911;12.164;7.201;5.382;1.6;0.16;9.188;107.2;1.598;38.946;3.6677;1462.19;10.46
13;54.645;20.05;11.10.2022;09:20:03.62;1.99;12.164;7.198;5.379;1.6;0.16;9.188;107.2;1.617;39.119;3.6661;1462.19;10.46
13;54.645;20.05;11.10.2022;09:20:03.69;2.046;12.164;7.198;5.379;1.6;0.16;9.188;107.2;1.638;39.08;3.6664;1462.19;10.46
13;54.645;20.05;11.10.2022;09:20:03.76;2.085;12.165;7.205;5.385;1.6;0.16;9.188;107.2;1.657;38.905;3.671;1462.2;10.46
13;54.645;20.05;11.10.2022;09:20:03.83;2.15;12.164;7.21;5.389;1.5;0.16;9.188;107.2;1.673;38.696;3.6745;1462.21;10.46
13;54.645;20.05;11.10.2022;09:20:03.91;2.203;12.164;7.212;5.39;1.5;0.16;9.188;107.2;1.667;38.54;3.6757;1462.21;10.46
13;54.645;20.05;11.10.2022;09:20:03.98;2.266;12.164;7.219;5.396;1.6;0.16;9.188;107.2;1.662;38.365;3.6807;1462.22;10.46
13;54.645;20.05;11.10.2022;09:20:04.05;2.327;12.163;7.214;5.393;1.6;0.16;9.187;107.2;1.664;38.474;3.6783;1462.21;10.46
13;54.645;20.05;11.10.2022;09:20:04.13;2.378;12.164;7.211;5.39;1.5;0.16;9.187;107.2;1.675;38.697;3.6763;1462.21;10.46
13;54.645;20.05;11.10.2022;09:20:04.20;2.45;12.163;7.211;5.39;1.6;0.16;9.187;107.2;1.681;38.734;3.6765;1462.21;10.46
13;54.645;20.05;11.10.2022;09:20:04.27;2.515;12.163;7.211;5.39;1.6;0.16;9.187;107.2;1.659;38.656;3.6772;1462.21;10.46
13;54.645;20.05;11.10.2022;09:20:04.34;2.587;12.164;7.216;5.394;1.6;0.17;9.187;107.2;1.657;38.624;3.6802;1462.21;10.46
13;54.645;20.05;11.10.2022;09:20:04.42;2.651;12.163;7.218;5.396;1.6;0.17;9.187;107.3;1.7;38.763;3.6821;1462.22;10.46
13;54.645;20.05;11.10.2022;09:20:04.49;2.728;12.163;7.213;5.391;1.6;0.17;9.187;107.3;1.692;38.747;3.679;1462.21;10.46
13;54.645;20.05;11.10.2022;09:20:04.56;2.784;12.163;7.209;5.389;1.6;0.17;9.187;107.3;1.685;38.71;3.6773;1462.21;10.46
13;54.645;20.05;11.10.2022;09:20:04.65;2.874;12.162;7.207;5.387;1.6;0.17;9.187;107.2;1.716;38.915;3.6766;1462.21;10.46
13;54.645;20.05;11.10.2022;09:20:04.73;2.943;12.162;7.208;5.387;1.6;0.17;9.187;107.2;1.745;38.965;3.6772;1462.21;10.46
13;54.645;20.05;11.10.2022;09:20:04.80;3.007;12.163;7.206;5.386;1.6;0.16;9.187;107.2;1.739;38.979;3.6762;1462.21;10.46
13;54.645;20.05;11.10.2022;09:20:04.87;3.072;12.163;7.206;5.386;1.6;0.16;9.187;107.2;1.721;39.052;3.6763;1462.21;10.46
13;54.645;20.05;11.10.2022;09:20:04.94;3.135;12.163;7.203;5.384;1.5;0.16;9.187;107.2;1.69;39.055;3.675;1462.21;10.46
13;54.645;20.05;11.10.2022;09:20:05.02;3.204;12.164;7.201;5.382;1.5;0.16;9.187;107.2;1.691;39.068;3.674;1462.21;10.46
13;54.645;20.05;11.10.2022;09:20:05.09;3.269;12.163;7.202;5.383;1.5;0.16;9.187;107.1;1.703;39.11;3.6749;1462.21;10.46
13;54.645;20.05;11.10.2022;09:20:05.16;3.336;12.163;7.204;5.384;1.6;0.16;9.187;107.1;1.697;39.019;3.6764;1462.21;10.46
13;54.645;20.05;11.10.2022;09:20:05.23;3.4;12.164;7.211;5.39;1.6;0.16;9.187;107.1;1.713;38.973;3.6809;1462.22;10.46
13;54.645;20.05;11.10.2022;09:20:05.31;3.465;12.164;7.209;5.388;1.5;0.16;9.187;107.1;1.693;39.063;3.6801;1462.22;10.46
13;54.645;20.05;11.10.2022;09:20:05.38;3.527;12.165;7.211;5.389;1.5;0.16;9.187;107.1;1.7;39.266;3.6812;1462.23;10.46
13;54.645;20.05;11.10.2022;09:20:05.45;3.59;12.164;7.227;5.403;1.5;0.16;9.187;107.1;1.71;39.657;3.6916;1462.24;10.46
13;54.645;20.05;11.10.2022;09:20:05.52;3.651;12.164;7.234;5.408;1.6;0.16;9.187;107.1;1.709;40.053;3.6962;1462.25;10.46
13;54.645;20.05;11.10.2022;09:20:05.60;3.709;12.164;7.235;5.409;1.6;0.16;9.186;107.1;1.678;40.469;3.6973;1462.25;10.46
13;54.645;20.05;11.10.2022;09:20:05.69;3.776;12.163;7.229;5.405;1.6;0.16;9.186;107;1.683;41.147;3.6943;1462.25;10.46
13;54.645;20.05;11.10.2022;09:20:05.76;3.837;12.164;7.229;5.404;1.5;0.16;9.186;107;1.728;41.737;3.6943;1462.25;10.46
13;54.645;20.05;11.10.2022;09:20:05.83;3.881;12.163;7.23;5.405;1.6;0.16;9.186;106.9;1.722;42.086;3.6952;1462.25;10.46
13;54.645;20.05;11.10.2022;09:20:05.90;3.94;12.164;7.231;5.406;1.6;0.16;9.186;106.9;1.716;42.581;3.6962;1462.25;10.46
13;54.645;20.05;11.10.2022;09:20:05.97;3.993;12.163;7.23;5.405;1.6;0.16;9.186;106.9;1.709;43.5;3.6956;1462.25;10.46
13;54.645;20.05;11.10.2022;09:20:06.07;4.049;12.163;7.227;5.403;1.6;0.16;9.186;106.9;1.706;44.714;3.6939;1462.25;10.46
13;54.645;20.05;11.10.2022;09:20:06.14;4.126;12.162;7.234;5.409;1.6;0.16;9.186;106.9;1.655;45.71;3.6991;1462.25;10.46
13;54.645;20.05;11.10.2022;09:20:06.21;4.183;12.162;7.233;5.408;1.6;0.16;9.186;106.9;1.648;46.177;3.6986;1462.25;10.46
13;54.645;20.05;11.10.2022;09:20:06.28;4.246;12.162;7.238;5.411;1.6;0.16;9.186;106.8;1.633;46.453;3.7018;1462.26;10.46
13;54.645;20.05;11.10.2022;09:20:06.36;4.304;12.162;7.236;5.41;1.6;0.17;9.186;106.8;1.652;46.496;3.701;1462.26;10.46
13;54.645;20.05;11.10.2022;09:20:06.43;4.365;12.162;7.236;5.41;1.6;0.17;9.186;106.8;1.635;46.348;3.7015;1462.26;10.46
13;54.645;20.05;11.10.2022;09:20:06.50;4.431;12.162;7.238;5.412;1.6;0.17;9.186;106.8;1.598;46.281;3.703;1462.26;10.46
13;54.645;20.05;11.10.2022;09:20:06.58;4.488;12.161;7.247;5.419;1.6;0.17;9.186;106.8;1.597;46.094;3.7091;1462.27;10.46
13;54.645;20.05;11.10.2022;09:20:06.65;4.553;12.161;7.251;5.422;1.6;0.16;9.186;106.8;1.623;45.881;3.7117;1462.27;10.46
13;54.645;20.05;11.10.2022;09:20:06.74;4.628;12.16;7.251;5.423;1.6;0.16;9.186;106.7;1.607;45.923;3.7126;1462.27;10.46
13;54.645;20.05;11.10.2022;09:20:06.81;4.699;12.159;7.255;5.426;1.6;0.17;9.186;106.7;1.609;46.085;3.7153;1462.27;10.46
13;54.645;20.05;11.10.2022;09:20:06.88;4.754;12.159;7.255;5.426;1.6;0.16;9.186;106.7;1.623;46.042;3.7156;1462.27;10.46
13;54.645;20.05;11.10.2022;09:20:06.96;4.817;12.158;7.254;5.425;1.6;0.17;9.186;106.7;1.602;46.157;3.7155;1462.27;10.46
13;54.645;20.05;11.10.2022;09:20:07.03;4.885;12.158;7.255;5.426;1.6;0.17;9.186;106.7;1.595;46.134;3.7164;1462.27;10.46
13;54.645;20.05;11.10.2022;09:20:07.10;4.938;12.157;7.272;5.44;1.6;0.17;9.186;106.7;1.603;45.717;3.7274;1462.28;10.46
13;54.645;20.05;11.10.2022;09:20:07.18;5.007;12.157;7.288;5.453;1.6;0.17;9.186;106.7;1.626;44.966;3.738;1462.3;10.46
13;54.645;20.05;11.10.2022;09:20:07.25;5.071;12.156;7.292;5.455;1.6;0.17;9.186;106.6;1.647;44.171;3.7405;1462.3;10.46
13;54.645;20.05;11.10.2022;09:20:07.32;5.13;12.156;7.289;5.453;1.6;0.17;9.185;106.6;1.65;43.351;3.7392;1462.3;10.46
13;54.645;20.05;11.10.2022;09:20:07.39;5.209;12.155;7.286;5.451;1.6;0.17;9.185;106.6;1.672;42.528;3.7379;1462.29;10.46
13;54.645;20.05;11.10.2022;09:20:07.47;5.269;12.154;7.294;5.458;1.6;0.16;9.185;106.6;1.691;41.829;3.7434;1462.3;10.46
13;54.645;20.05;11.10.2022;09:20:07.54;5.337;12.154;7.3;5.462;1.6;0.16;9.185;106.6;1.674;41.321;3.7475;1462.31;10.46
13;54.645;20.05;11.10.2022;09:20:07.61;5.408;12.153;7.299;5.462;1.6;0.17;9.185;106.5;1.648;41.192;3.7476;1462.3;10.46
13;54.645;20.05;11.10.2022;09:20:07.68;5.463;12.152;7.291;5.455;1.6;0.17;9.185;106.5;1.708;41.203;3.7428;1462.29;10.46
13;54.645;20.05;11.10.2022;09:20:07.77;5.549;12.152;7.297;5.461;1.6;0.17;9.185;106.5;1.731;41.057;3.7474;1462.3;10.46
13;54.645;20.05;11.10.2022;09:20:07.84;5.614;12.151;7.298;5.461;1.6;0.16;9.185;106.5;1.707;41.721;3.7479;1462.3;10.46
13;54.645;20.05;11.10.2022;09:20:07.92;5.66;12.151;7.301;5.464;1.6;0.16;9.185;106.5;1.732;43.54;3.7502;1462.3;10.46
13;54.645;20.05;11.10.2022;09:20:07.99;5.732;12.151;7.302;5.464;1.6;0.17;9.185;106.5;1.774;45.435;3.7512;1462.3;10.46
13;54.645;20.05;11.10.2022;09:20:08.06;5.795;12.151;7.294;5.458;1.6;0.17;9.185;106.5;1.756;46.824;3.7469;1462.3;10.46
13;54.645;20.05;11.10.2022;09:20:08.13;5.852;12.151;7.294;5.458;1.6;0.16;9.186;106.5;1.733;47.707;3.7468;1462.3;10.46
13;54.645;20.05;11.10.2022;09:20:08.21;5.904;12.151;7.302;5.464;1.6;0.16;9.186;106.5;1.719;48.076;3.7519;1462.31;10.46
13;54.645;20.05;11.10.2022;09:20:08.28;5.973;12.151;7.319;5.478;1.6;0.16;9.186;106.5;1.732;48.23;3.763;1462.32;10.46
13;54.645;20.05;11.10.2022;09:20:08.35;6.026;12.151;7.324;5.482;1.6;0.16;9.186;106.4;1.725;48.151;3.7661;1462.33;10.46
13;54.645;20.05;11.10.2022;09:20:08.42;6.084;12.151;7.326;5.484;1.6;0.16;9.186;106.4;1.718;48.146;3.7681;1462.33;10.46
13;54.645;20.05;11.10.2022;09:20:08.50;6.143;12.151;7.332;5.488;1.5;0.16;9.186;106.4;1.735;48.173;3.7717;1462.34;10.46
13;54.645;20.05;11.10.2022;09:20:08.57;6.197;12.15;7.319;5.478;1.6;0.16;9.186;106.4;1.752;48.223;3.764;1462.32;10.46
13;54.645;20.05;11.10.2022;09:20:08.64;6.263;12.151;7.306;5.467;1.6;0.17;9.186;106.4;1.766;48.388;3.756;1462.31;10.46
13;54.645;20.05;11.10.2022;09:20:08.72;6.319;12.15;7.326;5.484;1.6;0.17;9.186;106.4;1.771;48.24;3.7693;1462.33;10.46
13;54.645;20.05;11.10.2022;09:20:08.79;6.386;12.15;7.323;5.481;1.6;0.16;9.186;106.3;1.787;47.721;3.7673;1462.33;10.46
13;54.645;20.05;11.10.2022;09:20:08.88;6.456;12.149;7.319;5.478;1.6;0.16;9.186;106.3;1.778;46.728;3.7657;1462.33;10.46
13;54.645;20.05;11.10.2022;09:20:08.95;6.506;12.15;7.327;5.485;1.6;0.16;9.186;106.3;1.733;45.337;3.7711;1462.34;10.46
13;54.645;20.05;11.10.2022;09:20:09.02;6.573;12.15;7.329;5.486;1.6;0.16;9.186;106.3;1.687;43.64;3.7721;1462.34;10.46
13;54.645;20.05;11.10.2022;09:20:09.10;6.634;12.149;7.324;5.482;1.6;0.16;9.186;106.3;1.668;42.675;3.7696;1462.33;10.46
13;54.645;20.05;11.10.2022;09:20:09.17;6.703;12.149;7.331;5.488;1.5;0.16;9.187;106.3;1.679;42.023;3.7745;1462.34;10.46
13;54.645;20.05;11.10.2022;09:20:09.24;6.762;12.149;7.327;5.485;1.5;0.16;9.187;106.3;1.66;41.53;3.7719;1462.34;10.46
13;54.645;20.05;11.10.2022;09:20:09.32;6.812;12.149;7.323;5.481;1.6;0.16;9.187;106.3;1.632;41.299;3.7698;1462.33;10.46
13;54.645;20.05;11.10.2022;09:20:09.39;6.878;12.149;7.323;5.482;1.6;0.16;9.187;106.3;1.605;41.164;3.7701;1462.33;10.46
13;54.645;20.05;11.10.2022;09:20:09.46;6.923;12.149;7.329;5.487;1.6;0.16;9.187;106.3;1.613;41.22;3.7743;1462.34;10.46
13;54.645;20.05;11.10.2022;09:20:09.53;6.993;12.149;7.345;5.499;1.6;0.17;9.187;106.2;1.655;41.385;3.7844;1462.36;10.46
13;54.645;20.05;11.10.2022;09:20:09.61;7.046;12.149;7.352;5.505;1.6;0.17;9.187;106.2;1.709;41.429;3.7887;1462.37;10.46
13;54.645;20.05;11.10.2022;09:20:09.68;7.119;12.149;7.359;5.51;1.6;0.17;9.187;106.2;1.789;41.687;3.7935;1462.37;10.46
13;54.645;20.05;11.10.2022;09:20:09.75;7.17;12.149;7.36;5.511;1.6;0.17;9.187;106.2;1.818;41.696;3.7944;1462.37;10.46
13;54.645;20.05;11.10.2022;09:20:09.82;7.233;12.149;7.36;5.512;1.6;0.16;9.187;106.2;1.791;41.585;3.795;1462.38;10.46
13;54.645;20.05;11.10.2022;09:20:09.91;7.31;12.148;7.36;5.511;1.6;0.16;9.187;106.1;1.774;41.136;3.7953;1462.37;10.46
13;54.645;20.05;11.10.2022;09:20:09.99;7.366;12.148;7.359;5.511;1.6;0.16;9.187;106.2;1.733;41.117;3.7949;1462.38;10.46
13;54.645;20.05;11.10.2022;09:20:10.06;7.428;12.148;7.359;5.511;1.5;0.16;9.187;106.1;1.687;41.216;3.7951;1462.38;10.46
13;54.645;20.05;11.10.2022;09:20:10.13;7.488;12.148;7.36;5.512;1.6;0.16;9.187;106.1;1.652;41.45;3.7964;1462.38;10.46
13;54.645;20.05;11.10.2022;09:20:10.20;7.549;12.148;7.359;5.511;1.6;0.16;9.187;106.1;1.654;41.598;3.7958;1462.38;10.46
13;54.645;20.05;11.10.2022;09:20:10.27;7.608;12.148;7.354;5.507;1.6;0.16;9.187;106.1;1.693;41.655;3.793;1462.37;10.46
13;54.645;20.05;11.10.2022;09:20:10.35;7.664;12.148;7.356;5.508;1.6;0.16;9.187;106.1;1.728;41.821;3.7942;1462.38;10.46
13;54.645;20.05;11.10.2022;09:20:10.42;7.73;12.148;7.356;5.508;1.6;0.16;9.188;106.1;1.741;41.576;3.7948;1462.38;10.46
13;54.645;20.05;11.10.2022;09:20:10.49;7.791;12.149;7.359;5.511;1.5;0.16;9.188;106.1;1.713;41.527;3.797;1462.38;10.46
13;54.645;20.05;11.10.2022;09:20:10.57;7.852;12.148;7.355;5.508;1.6;0.16;9.188;106.1;1.686;41.468;3.7949;1462.38;10.46
13;54.645;20.05;11.10.2022;09:20:10.64;7.917;12.148;7.352;5.505;1.6;0.16;9.188;106.1;1.648;41.396;3.7928;1462.38;10.46
13;54.645;20.05;11.10.2022;09:20:10.71;7.974;12.148;7.352;5.505;1.6;0.16;9.188;106.1;1.629;41.219;3.7932;1462.38;10.46
13;54.645;20.05;11.10.2022;09:20:10.78;8.035;12.148;7.351;5.504;1.6;0.17;9.189;106.1;1.604;40.997;3.7931;1462.38;10.46
13;54.645;20.05;11.10.2022;09:20:10.86;8.091;12.148;7.349;5.503;1.6;0.17;9.189;106.1;1.612;40.856;3.7923;1462.38;10.46
13;54.645;20.05;11.10.2022;09:20:10.95;8.17;12.147;7.35;5.504;1.7;0.17;9.189;106.1;1.646;40.717;3.7936;1462.38;10.46
13;54.645;20.05;11.10.2022;09:20:11.02;8.235;12.147;7.351;5.504;1.6;0.17;9.189;106.1;1.669;40.782;3.7942;1462.38;10.46
13;54.645;20.05;11.10.2022;09:20:11.09;8.302;12.148;7.351;5.504;1.6;0.17;9.189;106.1;1.688;41.004;3.7946;1462.38;10.46
