Date;Time;Depth,m;Conducnivity,S/m;Temperature,°C;Salinity,PSU;SigmaT,kg/m3;O2%;O2mg/l;pH;Cruise;Type;Bot.Depth;Longitude;Latitude;Station
07/17/2014;01:00:00;1,8548;10,45709;18,7231;6,8131;3,6597;108,644;9,709;10,2372;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;1,8794;10,45639;18,72281;6,8126;3,6596;108,632;9,708;10,2366;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;1,9042;10,45561;18,72265;6,8121;3,6593;108,61;9,706;10,236;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;1,9307;10,45585;18,72205;6,8124;3,6597;108,592;9,705;10,2353;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;1,9526;10,45474;18,72164;6,8117;3,6594;108,553;9,701;10,2348;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;1,9787;10,45504;18,7222;6,8118;3,6595;108,518;9,698;10,2344;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,0068;10,45521;18,72172;6,812;3,6599;108,482;9,695;10,234;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,0275;10,45499;18,72119;6,8119;3,66;108,452;9,692;10,2336;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,0545;10,45464;18,72162;6,8116;3,6598;108,435;9,691;10,2334;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,0743;10,45489;18,72162;6,8118;3,66;108,427;9,69;10,2335;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,1039;10,4549;18,72138;6,8118;3,6602;108,428;9,69;10,2335;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,1248;10,45536;18,72164;6,8121;3,6605;108,429;9,69;10,2336;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,1493;10,45492;18,7217;6,8118;3,6604;108,458;9,693;10,2337;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,1767;10,45482;18,72167;6,8117;3,6604;108,489;9,695;10,2338;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,196;10,45526;18,72144;6,8121;3,6608;108,539;9,7;10,2341;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,2221;10,45524;18,72085;6,8121;3,6611;108,571;9,703;10,2344;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,2493;10,45535;18,72116;6,8122;3,6612;108,625;9,708;10,2348;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,272;10,45562;18,72127;6,8123;3,6614;108,657;9,711;10,2351;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,2898;10,45581;18,7218;6,8124;3,6614;108,68;9,712;10,2357;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,315;10,45558;18,72167;6,8122;3,6615;108,716;9,716;10,2363;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,3305;10,45555;18,72134;6,8123;3,6616;108,737;9,718;10,2368;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,3524;10,4554;18,72184;6,8121;3,6615;108,758;9,719;10,2375;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,3727;10,45622;18,72167;6,8127;3,6621;108,763;9,72;10,2381;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,3927;10,4556;18,72197;6,8122;3,6617;108,776;9,721;10,2386;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,414;10,45582;18,72239;6,8123;3,6618;108,788;9,722;10,2386;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,4296;10,45536;18,72245;6,8119;3,6616;108,803;9,723;10,2386;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,4566;10,45586;18,7224;6,8123;3,662;108,826;9,725;10,2384;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,4785;10,45581;18,72256;6,8122;3,662;108,832;9,726;10,238;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,4972;10,45637;18,72234;6,8127;3,6625;108,844;9,727;10,2375;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,5228;10,45661;18,72212;6,8129;3,6628;108,868;9,729;10,2373;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,5388;10,45608;18,7217;6,8126;3,6627;108,89;9,731;10,237;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,5634;10,45627;18,72186;6,8127;3,6629;108,902;9,732;10,2365;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,5859;10,45652;18,72174;6,8129;3,6632;108,923;9,734;10,236;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,6107;10,45622;18,72209;6,8126;3,663;108,947;9,736;10,2357;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,6361;10,45685;18,72187;6,8131;3,6635;108,978;9,739;10,2355;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,6587;10,45708;18,72213;6,8132;3,6637;109,012;9,742;10,2349;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,6853;10,45723;18,72161;6,8134;3,664;109,063;9,747;10,2344;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,7138;10,45798;18,72181;6,8139;3,6645;109,109;9,751;10,234;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,7402;10,458;18,72192;6,8139;3,6646;109,159;9,755;10,2341;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,7664;10,45748;18,72153;6,8136;3,6645;109,203;9,759;10,2342;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,7956;10,45722;18,72148;6,8134;3,6646;109,234;9,762;10,2343;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,8305;10,45775;18,72139;6,8138;3,665;109,269;9,765;10,2346;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,8597;10,45742;18,72163;6,8135;3,6649;109,282;9,766;10,235;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,8867;10,4575;18,72194;6,8135;3,665;109,273;9,765;10,2355;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,9162;10,45786;18,72218;6,8137;3,6652;109,275;9,766;10,2356;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,9409;10,45725;18,72242;6,8132;3,6649;109,268;9,765;10,2359;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,9744;10,45777;18,72252;6,8136;3,6653;109,245;9,763;10,2359;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;2,9997;10,4578;18,72232;6,8136;3,6655;109,22;9,761;10,2363;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,0296;10,45815;18,72247;6,8138;3,6658;109,197;9,758;10,2364;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,0593;10,4583;18,72186;6,814;3,6662;109,178;9,757;10,2366;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,0759;10,45782;18,72134;6,8138;3,6662;109,153;9,755;10,2367;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,1053;10,45683;18,72147;6,8131;3,6657;109,126;9,752;10,237;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,1294;10,45615;18,72032;6,8128;3,6659;109,122;9,752;10,2372;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,1539;10,45458;18,71936;6,8118;3,6655;109,107;9,751;10,2372;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,1765;10,45255;18,71905;6,8105;3,6646;109,093;9,75;10,2372;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,2019;10,45136;18,71862;6,8097;3,6642;109,074;9,748;10,2372;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,2323;10,44934;18,71704;6,8085;3,6638;109,07;9,748;10,237;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,2543;10,44795;18,71206;6,8084;3,6648;109,072;9,75;10,2367;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,2802;10,44708;18,70837;6,8083;3,6656;109,068;9,75;10,2366;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,3016;10,44706;18,70547;6,8088;3,6667;109,042;9,748;10,2367;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,3232;10,4472;18,70139;6,8096;3,6682;109,027;9,748;10,2367;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,3394;10,44751;18,69627;6,8106;3,6701;109,009;9,747;10,2366;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,3587;10,44773;18,69175;6,8115;3,6718;108,978;9,745;10,2366;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,3867;10,44775;18,68917;6,8119;3,6728;108,948;9,743;10,2365;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,411;10,44685;18,68632;6,8118;3,6734;108,917;9,741;10,2364;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,4249;10,44614;18,68316;6,8118;3,6741;108,884;9,738;10,2365;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,448;10,44577;18,6808;6,8119;3,6748;108,843;9,735;10,2364;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,4681;10,44539;18,6787;6,812;3,6753;108,807;9,732;10,2362;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,4886;10,44542;18,67554;6,8125;3,6765;108,782;9,731;10,2362;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,5115;10,44501;18,67385;6,8125;3,6769;108,757;9,729;10,2359;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,5388;10,4447;18,67196;6,8126;3,6775;108,74;9,728;10,2353;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,5632;10,44557;18,67138;6,8133;3,6783;108,722;9,726;10,235;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,587;10,44565;18,67087;6,8134;3,6786;108,715;9,725;10,2346;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,6054;10,44502;18,67115;6,8129;3,6782;108,708;9,725;10,2342;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,631;10,44427;18,67078;6,8125;3,6781;108,711;9,725;10,2336;Komplex_July_2014;C;50;19,9298;55,0487;15
07/17/2014;01:00:00;3,6509;10,44447;18,6709;6,8126;3,6782;108,699;9,724;10,233;Komplex_July_2014;C;50;19,9298;55,0487;15
